ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000295510	""	lncRNA	X
ENSG00000295515	""	lncRNA	X
ENSG00000295525	""	lncRNA	X
ENSG00000295652	""	lncRNA	X
ENSG00000286724	""	lncRNA	X
ENSG00000285018	""	lncRNA	X
ENSG00000295984	""	lncRNA	X
ENSG00000293351	""	lncRNA	X
ENSG00000296021	""	lncRNA	X
ENSG00000296047	""	lncRNA	X
ENSG00000283692	""	lncRNA	X
ENSG00000296130	""	lncRNA	X
ENSG00000296151	""	lncRNA	X
ENSG00000233785	SAT1-DT	lncRNA	X
ENSG00000296180	""	lncRNA	X
ENSG00000296219	""	lncRNA	X
ENSG00000296231	""	lncRNA	X
ENSG00000296240	""	lncRNA	X
ENSG00000296247	""	lncRNA	X
ENSG00000296276	""	lncRNA	X
ENSG00000296295	""	lncRNA	X
ENSG00000296303	""	lncRNA	X
ENSG00000290746	""	lncRNA	X
ENSG00000236393	LINC03099	lncRNA	X
ENSG00000296354	""	lncRNA	X
ENSG00000296358	""	lncRNA	X
ENSG00000286072	""	lncRNA	X
ENSG00000296408	""	lncRNA	X
ENSG00000296440	""	lncRNA	X
ENSG00000236017	ASMTL-AS1	lncRNA	X
ENSG00000296573	""	lncRNA	X
ENSG00000296590	""	lncRNA	X
ENSG00000296675	""	lncRNA	X
ENSG00000296679	""	lncRNA	X
ENSG00000296700	""	lncRNA	X
ENSG00000296760	""	lncRNA	X
ENSG00000284377	""	lncRNA	X
ENSG00000296782	""	lncRNA	X
ENSG00000225833	ACE2-DT	lncRNA	X
ENSG00000296839	""	lncRNA	X
ENSG00000296858	""	lncRNA	X
ENSG00000226031	FGF13-AS1	lncRNA	X
ENSG00000296968	""	lncRNA	X
ENSG00000296977	""	lncRNA	X
ENSG00000259977	""	lncRNA	X
ENSG00000296982	""	lncRNA	X
ENSG00000296989	""	lncRNA	X
ENSG00000290520	""	lncRNA	X
ENSG00000297011	""	lncRNA	X
ENSG00000297015	""	lncRNA	X
ENSG00000297016	""	lncRNA	X
ENSG00000297034	""	lncRNA	X
ENSG00000297051	""	lncRNA	X
ENSG00000297066	""	lncRNA	X
ENSG00000268066	FMR1-AS1	lncRNA	X
ENSG00000237863	IRS4-AS1	lncRNA	X
ENSG00000297186	""	lncRNA	X
ENSG00000285679	""	lncRNA	X
ENSG00000297223	""	lncRNA	X
ENSG00000297249	""	lncRNA	X
ENSG00000293469	""	lncRNA	X
ENSG00000297286	""	lncRNA	X
ENSG00000232828	""	lncRNA	X
ENSG00000281849	""	lncRNA	X
ENSG00000231154	MORF4L2-AS1	lncRNA	X
ENSG00000297343	""	lncRNA	X
ENSG00000297375	""	lncRNA	X
ENSG00000287370	""	lncRNA	X
ENSG00000236871	LINC00106	lncRNA	X
ENSG00000297424	""	lncRNA	X
ENSG00000229563	LINC01204	lncRNA	X
ENSG00000297550	""	lncRNA	X
ENSG00000297584	""	lncRNA	X
ENSG00000297605	""	lncRNA	X
ENSG00000297641	""	lncRNA	X
ENSG00000297657	""	lncRNA	X
ENSG00000261435	""	lncRNA	X
ENSG00000297686	""	lncRNA	X
ENSG00000297693	""	lncRNA	X
ENSG00000297705	""	lncRNA	X
ENSG00000297719	""	lncRNA	X
ENSG00000297726	""	lncRNA	X
ENSG00000297727	""	lncRNA	X
ENSG00000236091	LINC02243	lncRNA	X
ENSG00000297744	""	lncRNA	X
ENSG00000297768	""	lncRNA	X
ENSG00000297788	""	lncRNA	X
ENSG00000297813	""	lncRNA	X
ENSG00000297828	""	lncRNA	X
ENSG00000297845	""	lncRNA	X
ENSG00000297847	""	lncRNA	X
ENSG00000297873	""	lncRNA	X
ENSG00000297976	""	lncRNA	X
ENSG00000298012	""	lncRNA	X
ENSG00000298034	""	lncRNA	X
ENSG00000298059	""	lncRNA	X
ENSG00000286523	""	lncRNA	X
ENSG00000298103	""	lncRNA	X
ENSG00000229491	""	lncRNA	X
ENSG00000298134	""	lncRNA	X
ENSG00000298253	""	lncRNA	X
ENSG00000260683	""	lncRNA	X
ENSG00000298367	""	lncRNA	X
ENSG00000298409	""	lncRNA	X
ENSG00000298422	""	lncRNA	X
ENSG00000289479	""	lncRNA	X
ENSG00000298502	""	lncRNA	X
ENSG00000298669	""	lncRNA	X
ENSG00000298688	""	lncRNA	X
ENSG00000298691	""	lncRNA	X
ENSG00000298740	""	lncRNA	X
ENSG00000298742	""	lncRNA	X
ENSG00000298752	""	lncRNA	X
ENSG00000298798	""	lncRNA	X
ENSG00000224294	PINCR	lncRNA	X
ENSG00000298911	""	lncRNA	X
ENSG00000290748	""	lncRNA	X
ENSG00000298984	""	lncRNA	X
ENSG00000299048	""	lncRNA	X
ENSG00000235304	LINC01281	lncRNA	X
ENSG00000299125	""	lncRNA	X
ENSG00000285756	""	lncRNA	X
ENSG00000286431	""	lncRNA	X
ENSG00000235437	LINC01278	lncRNA	X
ENSG00000289870	""	lncRNA	X
ENSG00000299352	""	lncRNA	X
ENSG00000289365	""	lncRNA	X
ENSG00000290713	""	lncRNA	X
ENSG00000299522	""	lncRNA	X
ENSG00000299659	""	lncRNA	X
ENSG00000299685	""	lncRNA	X
ENSG00000299699	""	lncRNA	X
ENSG00000286085	""	lncRNA	X
ENSG00000299734	""	lncRNA	X
ENSG00000299742	""	lncRNA	X
ENSG00000288595	""	lncRNA	X
ENSG00000299780	""	lncRNA	X
ENSG00000293448	""	lncRNA	X
ENSG00000299816	""	lncRNA	X
ENSG00000299839	""	lncRNA	X
ENSG00000299900	""	lncRNA	X
ENSG00000299918	""	lncRNA	X
ENSG00000230317	LINC01284	lncRNA	X
ENSG00000236120	LINC03070	lncRNA	X
ENSG00000300004	""	lncRNA	X
ENSG00000300069	""	lncRNA	X
ENSG00000286163	""	lncRNA	X
ENSG00000300098	""	lncRNA	X
ENSG00000300121	""	lncRNA	X
ENSG00000300140	""	lncRNA	X
ENSG00000300160	""	lncRNA	X
ENSG00000300177	""	lncRNA	X
ENSG00000287776	""	lncRNA	X
ENSG00000300315	""	lncRNA	X
ENSG00000300338	""	lncRNA	X
ENSG00000232412	STAG2-AS1	lncRNA	X
ENSG00000300464	""	lncRNA	X
ENSG00000290734	""	lncRNA	X
ENSG00000300611	""	lncRNA	X
ENSG00000287806	""	lncRNA	X
ENSG00000300762	""	lncRNA	X
ENSG00000224610	""	lncRNA	X
ENSG00000300848	""	lncRNA	X
ENSG00000300880	""	lncRNA	X
ENSG00000300913	""	lncRNA	X
ENSG00000300926	""	lncRNA	X
ENSG00000300962	""	lncRNA	X
ENSG00000286118	""	lncRNA	X
ENSG00000301008	""	lncRNA	X
ENSG00000228933	""	lncRNA	X
ENSG00000301130	""	lncRNA	X
ENSG00000301170	""	lncRNA	X
ENSG00000204904	LINC01545	lncRNA	X
ENSG00000301267	""	lncRNA	X
ENSG00000301275	""	lncRNA	X
ENSG00000301283	""	lncRNA	X
ENSG00000231937	""	lncRNA	X
ENSG00000301333	""	lncRNA	X
ENSG00000301355	""	lncRNA	X
ENSG00000301433	""	lncRNA	X
ENSG00000301466	""	lncRNA	X
ENSG00000301494	""	lncRNA	X
ENSG00000301498	""	lncRNA	X
ENSG00000301521	""	lncRNA	X
ENSG00000237531	""	lncRNA	X
ENSG00000301679	""	lncRNA	X
ENSG00000301689	""	lncRNA	X
ENSG00000223714	LINC02601	lncRNA	X
ENSG00000301726	""	lncRNA	X
ENSG00000301736	""	lncRNA	X
ENSG00000301757	""	lncRNA	X
ENSG00000301765	""	lncRNA	X
ENSG00000301792	""	lncRNA	X
ENSG00000301838	""	lncRNA	X
ENSG00000301847	""	lncRNA	X
ENSG00000301848	""	lncRNA	X
ENSG00000301854	""	lncRNA	X
ENSG00000301893	""	lncRNA	X
ENSG00000301928	""	lncRNA	X
ENSG00000301963	""	lncRNA	X
ENSG00000302007	""	lncRNA	X
ENSG00000302040	""	lncRNA	X
ENSG00000280870	MIR325HG	lncRNA	X
ENSG00000302095	""	lncRNA	X
ENSG00000302260	""	lncRNA	X
ENSG00000302321	""	lncRNA	X
ENSG00000302332	""	lncRNA	X
ENSG00000302350	""	lncRNA	X
ENSG00000230153	LINC02927	lncRNA	X
ENSG00000302366	""	lncRNA	X
ENSG00000302383	""	lncRNA	X
ENSG00000277215	SPANXA2-OT1	lncRNA	X
ENSG00000224765	LINC02931	lncRNA	X
ENSG00000302450	""	lncRNA	X
ENSG00000302460	""	lncRNA	X
ENSG00000302465	""	lncRNA	X
ENSG00000302471	""	lncRNA	X
ENSG00000302488	""	lncRNA	X
ENSG00000302568	""	lncRNA	X
ENSG00000284391	""	lncRNA	X
ENSG00000281566	LINC03077	lncRNA	X
ENSG00000302645	""	lncRNA	X
ENSG00000302677	""	lncRNA	X
ENSG00000302702	""	lncRNA	X
ENSG00000289287	""	lncRNA	X
ENSG00000302729	""	lncRNA	X
ENSG00000228543	""	lncRNA	X
ENSG00000302773	""	lncRNA	X
ENSG00000302774	""	lncRNA	X
ENSG00000302782	""	lncRNA	X
ENSG00000302791	""	lncRNA	X
ENSG00000289570	""	lncRNA	X
ENSG00000223486	LINC03053	lncRNA	X
ENSG00000302929	""	lncRNA	X
ENSG00000302958	""	lncRNA	X
ENSG00000302967	""	lncRNA	X
ENSG00000302988	""	lncRNA	X
ENSG00000302991	""	lncRNA	X
ENSG00000303020	""	lncRNA	X
ENSG00000288856	""	lncRNA	X
ENSG00000303031	""	lncRNA	X
ENSG00000303056	""	lncRNA	X
ENSG00000303077	""	lncRNA	X
ENSG00000303079	""	lncRNA	X
ENSG00000233103	""	lncRNA	X
ENSG00000303092	""	lncRNA	X
ENSG00000231651	DLG3-AS1	lncRNA	X
ENSG00000303112	""	lncRNA	X
ENSG00000289132	""	lncRNA	X
ENSG00000234390	USP27X-DT	lncRNA	X
ENSG00000281852	LINC00891	lncRNA	X
ENSG00000303214	""	lncRNA	X
ENSG00000303236	""	lncRNA	X
ENSG00000303286	""	lncRNA	X
ENSG00000291017	""	lncRNA	X
ENSG00000303315	""	lncRNA	X
ENSG00000303321	""	lncRNA	X
ENSG00000303363	""	lncRNA	X
ENSG00000288739	""	lncRNA	X
ENSG00000303456	""	lncRNA	X
ENSG00000303481	""	lncRNA	X
ENSG00000303488	""	lncRNA	X
ENSG00000303514	""	lncRNA	X
ENSG00000303515	""	lncRNA	X
ENSG00000274536	MIR223HG	lncRNA	X
ENSG00000303603	""	lncRNA	X
ENSG00000303626	""	lncRNA	X
ENSG00000303640	""	lncRNA	X
ENSG00000303644	""	lncRNA	X
ENSG00000204620	""	lncRNA	X
ENSG00000303654	""	lncRNA	X
ENSG00000303663	""	lncRNA	X
ENSG00000303677	""	lncRNA	X
ENSG00000303680	""	lncRNA	X
ENSG00000286366	""	lncRNA	X
ENSG00000228459	LINC01546	lncRNA	X
ENSG00000303749	""	lncRNA	X
ENSG00000303789	""	lncRNA	X
ENSG00000303837	""	lncRNA	X
ENSG00000303863	""	lncRNA	X
ENSG00000303890	""	lncRNA	X
ENSG00000303910	""	lncRNA	X
ENSG00000303923	""	lncRNA	X
ENSG00000303925	""	lncRNA	X
ENSG00000303947	""	lncRNA	X
ENSG00000303980	""	lncRNA	X
ENSG00000304002	""	lncRNA	X
ENSG00000283638	MIR106AHG	lncRNA	X
ENSG00000304092	""	lncRNA	X
ENSG00000304131	""	lncRNA	X
ENSG00000290686	""	lncRNA	X
ENSG00000281091	""	lncRNA	X
ENSG00000304235	""	lncRNA	X
ENSG00000224292	PORCN-DT	lncRNA	X
ENSG00000287619	""	lncRNA	X
ENSG00000304280	""	lncRNA	X
ENSG00000304307	""	lncRNA	X
ENSG00000304365	""	lncRNA	X
ENSG00000304385	""	lncRNA	X
ENSG00000304403	""	lncRNA	X
ENSG00000304417	""	lncRNA	X
ENSG00000232160	RAP2C-AS1	lncRNA	X
ENSG00000304431	""	lncRNA	X
ENSG00000304452	""	lncRNA	X
ENSG00000288783	""	lncRNA	X
ENSG00000304511	""	lncRNA	X
ENSG00000304513	""	lncRNA	X
ENSG00000304535	""	lncRNA	X
ENSG00000304549	""	lncRNA	X
ENSG00000304551	""	lncRNA	X
ENSG00000304633	""	lncRNA	X
ENSG00000304644	""	lncRNA	X
ENSG00000304664	""	lncRNA	X
ENSG00000304725	""	lncRNA	X
ENSG00000226725	PABPC1L2B-AS1	lncRNA	X
ENSG00000231963	""	lncRNA	X
ENSG00000304825	""	lncRNA	X
ENSG00000304849	""	lncRNA	X
ENSG00000304904	""	lncRNA	X
ENSG00000234161	PABPC5-AS1	lncRNA	X
ENSG00000230899	MAGEA8-AS1	lncRNA	X
ENSG00000305030	""	lncRNA	X
ENSG00000305051	""	lncRNA	X
ENSG00000203650	LINC01285	lncRNA	X
ENSG00000225689	""	lncRNA	X
ENSG00000305130	""	lncRNA	X
ENSG00000238178	MAGEB17-AS1	lncRNA	X
ENSG00000305216	""	lncRNA	X
ENSG00000237341	SYP-AS1	lncRNA	X
ENSG00000223438	""	lncRNA	X
ENSG00000227060	LINC00629	lncRNA	X
ENSG00000223749	MIR503HG	lncRNA	X
ENSG00000305308	""	lncRNA	X
ENSG00000305363	""	lncRNA	X
ENSG00000305399	""	lncRNA	X
ENSG00000305418	""	lncRNA	X
ENSG00000305467	""	lncRNA	X
ENSG00000285899	""	lncRNA	X
ENSG00000305486	""	lncRNA	X
ENSG00000305500	""	lncRNA	X
ENSG00000241743	XACT	lncRNA	X
ENSG00000287918	""	lncRNA	X
ENSG00000305559	""	lncRNA	X
ENSG00000305567	""	lncRNA	X
ENSG00000305574	""	lncRNA	X
ENSG00000287171	LINC03113	lncRNA	X
ENSG00000214915	""	lncRNA	X
ENSG00000305612	""	lncRNA	X
ENSG00000305614	""	lncRNA	X
ENSG00000305821	""	lncRNA	X
ENSG00000305835	""	lncRNA	X
ENSG00000305839	""	lncRNA	X
ENSG00000280195	""	lncRNA	X
ENSG00000305876	""	lncRNA	X
ENSG00000286767	""	lncRNA	X
ENSG00000305974	""	lncRNA	X
ENSG00000228659	LINC01201	lncRNA	X
ENSG00000306049	""	lncRNA	X
ENSG00000306059	""	lncRNA	X
ENSG00000306065	""	lncRNA	X
ENSG00000290714	""	lncRNA	X
ENSG00000236751	LINC01186	lncRNA	X
ENSG00000306237	""	lncRNA	X
ENSG00000306298	""	lncRNA	X
ENSG00000306376	""	lncRNA	X
ENSG00000306433	""	lncRNA	X
ENSG00000306484	""	lncRNA	X
ENSG00000306507	""	lncRNA	X
ENSG00000288817	""	lncRNA	X
ENSG00000306697	""	lncRNA	X
ENSG00000285896	LINC03114	lncRNA	X
ENSG00000289127	""	lncRNA	X
ENSG00000238123	MID1IP1-AS1	lncRNA	X
ENSG00000306747	""	lncRNA	X
ENSG00000235806	""	lncRNA	X
ENSG00000306777	""	lncRNA	X
ENSG00000306793	""	lncRNA	X
ENSG00000306798	""	lncRNA	X
ENSG00000306814	""	lncRNA	X
ENSG00000306822	""	lncRNA	X
ENSG00000306823	""	lncRNA	X
ENSG00000306898	""	lncRNA	X
ENSG00000306932	""	lncRNA	X
ENSG00000306982	""	lncRNA	X
ENSG00000306998	""	lncRNA	X
ENSG00000273877	""	lncRNA	X
ENSG00000215162	LINC00269	lncRNA	X
ENSG00000307069	""	lncRNA	X
ENSG00000307072	""	lncRNA	X
ENSG00000288759	""	lncRNA	X
ENSG00000233145	""	lncRNA	X
ENSG00000307210	""	lncRNA	X
ENSG00000307263	""	lncRNA	X
ENSG00000237221	PPEF1-AS1	lncRNA	X
ENSG00000233067	PTCHD1-AS	lncRNA	X
ENSG00000307341	""	lncRNA	X
ENSG00000307366	""	lncRNA	X
ENSG00000233403	""	lncRNA	X
ENSG00000307423	""	lncRNA	X
ENSG00000307531	""	lncRNA	X
ENSG00000307552	""	lncRNA	X
ENSG00000307559	""	lncRNA	X
ENSG00000307588	""	lncRNA	X
ENSG00000307619	""	lncRNA	X
ENSG00000234129	HCCS-DT	lncRNA	X
ENSG00000307678	""	lncRNA	X
ENSG00000286794	""	lncRNA	X
ENSG00000307804	""	lncRNA	X
ENSG00000223511	LINC02968	lncRNA	X
ENSG00000307846	""	lncRNA	X
ENSG00000307867	""	lncRNA	X
ENSG00000258545	RHOXF1-AS1	lncRNA	X
ENSG00000307880	""	lncRNA	X
ENSG00000307891	""	lncRNA	X
ENSG00000289237	""	lncRNA	X
ENSG00000307914	""	lncRNA	X
ENSG00000293328	NKAPP1	lncRNA	X
ENSG00000307948	""	lncRNA	X
ENSG00000286650	""	lncRNA	X
ENSG00000308122	""	lncRNA	X
ENSG00000308198	""	lncRNA	X
ENSG00000233928	""	lncRNA	X
ENSG00000287757	""	lncRNA	X
ENSG00000308264	""	lncRNA	X
ENSG00000308265	""	lncRNA	X
ENSG00000289068	""	lncRNA	X
ENSG00000224533	TMLHE-AS1	lncRNA	X
ENSG00000224216	""	lncRNA	X
ENSG00000290643	""	lncRNA	X
ENSG00000308412	""	lncRNA	X
ENSG00000308465	""	lncRNA	X
ENSG00000308487	""	lncRNA	X
ENSG00000308582	""	lncRNA	X
ENSG00000234696	GPR50-AS1	lncRNA	X
ENSG00000269993	""	lncRNA	X
ENSG00000229967	MAGEA4-AS1	lncRNA	X
ENSG00000308655	""	lncRNA	X
ENSG00000308681	""	lncRNA	X
ENSG00000308704	""	lncRNA	X
ENSG00000308713	""	lncRNA	X
ENSG00000227610	FRMPD3-AS1	lncRNA	X
ENSG00000308732	""	lncRNA	X
ENSG00000226679	""	lncRNA	X
ENSG00000235244	DANT2	lncRNA	X
ENSG00000229335	DANT1	lncRNA	X
ENSG00000308814	""	lncRNA	X
ENSG00000287017	""	lncRNA	X
ENSG00000308827	""	lncRNA	X
ENSG00000308829	""	lncRNA	X
ENSG00000308831	""	lncRNA	X
ENSG00000308839	""	lncRNA	X
ENSG00000289575	""	lncRNA	X
ENSG00000224281	SLC25A5-AS1	lncRNA	X
ENSG00000308973	""	lncRNA	X
ENSG00000309030	""	lncRNA	X
ENSG00000309053	""	lncRNA	X
ENSG00000230844	ZNF674-AS1	lncRNA	X
ENSG00000309096	""	lncRNA	X
ENSG00000309214	""	lncRNA	X
ENSG00000309327	""	lncRNA	X
ENSG00000309342	""	lncRNA	X
ENSG00000291040	CD99P1	lncRNA	X
ENSG00000235703	EOLA2-DT	lncRNA	X
ENSG00000289596	""	lncRNA	X
ENSG00000289007	LINC03112	lncRNA	X
ENSG00000309436	""	lncRNA	X
ENSG00000309443	""	lncRNA	X
ENSG00000309444	""	lncRNA	X
ENSG00000309448	""	lncRNA	X
ENSG00000309459	""	lncRNA	X
ENSG00000309462	""	lncRNA	X
ENSG00000235385	LINC02154	lncRNA	X
ENSG00000309495	""	lncRNA	X
ENSG00000287215	""	lncRNA	X
ENSG00000309508	""	lncRNA	X
ENSG00000289959	""	lncRNA	X
ENSG00000309530	""	lncRNA	X
ENSG00000309531	""	lncRNA	X
ENSG00000230159	""	lncRNA	X
ENSG00000288098	""	lncRNA	X
ENSG00000225235	INTS6L-AS1	lncRNA	X
ENSG00000309605	""	lncRNA	X
ENSG00000309646	""	lncRNA	X
ENSG00000309668	""	lncRNA	X
ENSG00000309709	""	lncRNA	X
ENSG00000309710	""	lncRNA	X
ENSG00000309711	""	lncRNA	X
ENSG00000309836	""	lncRNA	X
ENSG00000287024	""	lncRNA	X
ENSG00000309870	""	lncRNA	X
ENSG00000225882	LINC01456	lncRNA	X
ENSG00000309885	""	lncRNA	X
ENSG00000309899	""	lncRNA	X
ENSG00000309957	""	lncRNA	X
ENSG00000310029	""	lncRNA	X
ENSG00000290955	""	lncRNA	X
ENSG00000236064	""	lncRNA	X
ENSG00000283380	""	lncRNA	X
ENSG00000310220	""	lncRNA	X
ENSG00000310232	""	lncRNA	X
ENSG00000310248	""	lncRNA	X
ENSG00000310315	""	lncRNA	X
ENSG00000310384	""	lncRNA	X
ENSG00000310447	""	lncRNA	X
ENSG00000310460	""	lncRNA	X
ENSG00000304599	""	lncRNA	X
ENSG00000185203	WASIR1	lncRNA	X
ENSG00000295939	""	lncRNA	X
ENSG00000297794	""	lncRNA	X
ENSG00000184481	FOXO4	protein_coding	X
ENSG00000228427	""	lncRNA	X
ENSG00000309562	""	lncRNA	X
ENSG00000303774	""	lncRNA	X
ENSG00000279750	""	lncRNA	X
ENSG00000287767	""	lncRNA	X
ENSG00000122824	NUDT10	protein_coding	X
ENSG00000226530	""	lncRNA	X
ENSG00000187690	EZHIP	protein_coding	X
ENSG00000196368	NUDT11	protein_coding	X
ENSG00000234766	LINC01496	lncRNA	X
ENSG00000224109	CENPVL3	protein_coding	X
ENSG00000283093	CENPVL2	protein_coding	X
ENSG00000223591	CENPVL1	protein_coding	X
ENSG00000228827	""	unprocessed_pseudogene	X
ENSG00000232951	IPO7P1	processed_pseudogene	X
ENSG00000237528	UQCR10P1	processed_pseudogene	X
ENSG00000297378	""	lncRNA	X
ENSG00000297362	""	lncRNA	X
ENSG00000293263	""	lncRNA	X
ENSG00000299133	""	lncRNA	X
ENSG00000303123	""	lncRNA	X
ENSG00000302089	""	lncRNA	X
ENSG00000294702	""	lncRNA	X
ENSG00000307899	""	lncRNA	X
ENSG00000185638	FTH1P14	transcribed_processed_pseudogene	X
ENSG00000295695	""	lncRNA	X
ENSG00000197582	GPX1P1	transcribed_processed_pseudogene	X
ENSG00000294850	""	lncRNA	X
ENSG00000224556	""	transcribed_unprocessed_pseudogene	X
ENSG00000299603	""	lncRNA	X
ENSG00000226199	""	transcribed_processed_pseudogene	X
ENSG00000304658	""	lncRNA	X
ENSG00000214745	GOT2P6	transcribed_processed_pseudogene	X
ENSG00000227486	""	lncRNA	X
ENSG00000215105	TTC3P1	transcribed_processed_pseudogene	X
ENSG00000294822	""	lncRNA	X
ENSG00000229594	""	transcribed_unprocessed_pseudogene	X
ENSG00000302661	""	lncRNA	X
ENSG00000224523	""	transcribed_unprocessed_pseudogene	X
ENSG00000296721	""	lncRNA	X
ENSG00000237748	UQCRBP1	transcribed_processed_pseudogene	X
ENSG00000295420	""	lncRNA	X
ENSG00000277883	NLRP3P1	transcribed_unprocessed_pseudogene	X
ENSG00000310118	""	lncRNA	X
ENSG00000235730	OR2AF1P	transcribed_unprocessed_pseudogene	X
ENSG00000286060	""	lncRNA	X
ENSG00000227881	ASS1P5	transcribed_processed_pseudogene	X
ENSG00000295594	""	lncRNA	X
ENSG00000241418	MCRIP2P1	transcribed_processed_pseudogene	X
ENSG00000213468	FIRRE	lncRNA	X
ENSG00000225660	""	transcribed_processed_pseudogene	X
ENSG00000289591	""	lncRNA	X
ENSG00000235636	NUS1P1	transcribed_processed_pseudogene	X
ENSG00000213706	RHOG2P	transcribed_processed_pseudogene	X
ENSG00000302492	""	lncRNA	X
ENSG00000295135	""	lncRNA	X
ENSG00000277008	TEX28P2	transcribed_unprocessed_pseudogene	X
ENSG00000295383	""	lncRNA	X
ENSG00000227058	""	transcribed_unprocessed_pseudogene	X
ENSG00000228771	""	transcribed_unprocessed_pseudogene	X
ENSG00000301181	""	lncRNA	X
ENSG00000229885	""	transcribed_processed_pseudogene	X
ENSG00000299008	""	lncRNA	X
ENSG00000196395	""	transcribed_unprocessed_pseudogene	X
ENSG00000308600	""	lncRNA	X
ENSG00000235350	""	transcribed_unprocessed_pseudogene	X
ENSG00000296579	""	lncRNA	X
ENSG00000227536	SOCS5P4	transcribed_processed_pseudogene	X
ENSG00000297775	""	lncRNA	X
ENSG00000225125	RANP4	transcribed_processed_pseudogene	X
ENSG00000180284	CNEP1R1P1	transcribed_processed_pseudogene	X
ENSG00000297314	""	lncRNA	X
ENSG00000232813	S100A11P6	transcribed_processed_pseudogene	X
ENSG00000308268	""	lncRNA	X
ENSG00000241207	SSX18P	transcribed_unprocessed_pseudogene	X
ENSG00000223819	PPIAP89	transcribed_processed_pseudogene	X
ENSG00000275320	""	transcribed_processed_pseudogene	X
ENSG00000299744	""	lncRNA	X
ENSG00000275882	IKBKGP1	transcribed_unprocessed_pseudogene	X
ENSG00000306316	""	lncRNA	X
ENSG00000226141	""	transcribed_unprocessed_pseudogene	X
ENSG00000306286	""	lncRNA	X
ENSG00000280116	""	transcribed_unprocessed_pseudogene	X
ENSG00000289245	""	lncRNA	X
ENSG00000233984	RPSAP14	transcribed_processed_pseudogene	X
ENSG00000234969	AARSD1P1	transcribed_processed_pseudogene	X
ENSG00000225470	JPX	lncRNA	X
ENSG00000223753	""	transcribed_processed_pseudogene	X
ENSG00000302652	""	lncRNA	X
ENSG00000231725	VN1R110P	transcribed_processed_pseudogene	X
ENSG00000297322	""	lncRNA	X
ENSG00000243048	FTHL18P	transcribed_unprocessed_pseudogene	X
ENSG00000300194	FTHL18P	lncRNA	X
ENSG00000214992	AKAP17BP	transcribed_unprocessed_pseudogene	X
ENSG00000298573	""	lncRNA	X
ENSG00000230376	MEMO1P4	transcribed_processed_pseudogene	X
ENSG00000306843	""	lncRNA	X
ENSG00000282850	RHOXF1P2	transcribed_unprocessed_pseudogene	X
ENSG00000291200	""	lncRNA	X
ENSG00000237757	EEF1A1P30	transcribed_processed_pseudogene	X
ENSG00000307893	""	lncRNA	X
ENSG00000283178	""	transcribed_unprocessed_pseudogene	X
ENSG00000309173	""	lncRNA	X
ENSG00000235946	H2BW3P	transcribed_unprocessed_pseudogene	X
ENSG00000174028	FAM3C2P	transcribed_processed_pseudogene	X
ENSG00000295221	""	lncRNA	X
ENSG00000238190	HMGB1P15	transcribed_processed_pseudogene	X
ENSG00000295312	""	lncRNA	X
ENSG00000238049	""	transcribed_processed_pseudogene	X
ENSG00000301123	""	lncRNA	X
ENSG00000233535	""	lncRNA	X
ENSG00000241607	FTH1P28	unprocessed_pseudogene	X
ENSG00000296003	""	lncRNA	X
ENSG00000219186	FTH1P19	transcribed_processed_pseudogene	X
ENSG00000234355	FTH1P27	unprocessed_pseudogene	X
ENSG00000174678	FAM47DP	processed_pseudogene	X
ENSG00000147036	LANCL3	protein_coding	X
ENSG00000299600	""	lncRNA	X
ENSG00000299613	""	lncRNA	X
ENSG00000285944	H2AL1MP	unprocessed_pseudogene	X
ENSG00000226310	""	lncRNA	X
ENSG00000306463	""	lncRNA	X
ENSG00000234636	MED14OS	lncRNA	X
ENSG00000270791	DPRXP6	processed_pseudogene	X
ENSG00000214031	CLDN7P1	processed_pseudogene	X
ENSG00000300328	""	lncRNA	X
ENSG00000237661	TNIP2P1	processed_pseudogene	X
ENSG00000300293	""	protein_coding	X
ENSG00000300310	""	lncRNA	X
ENSG00000302990	""	lncRNA	X
ENSG00000307885	""	lncRNA	X
ENSG00000300154	""	lncRNA	X
ENSG00000310562	""	protein_coding	X
ENSG00000270069	MIR222HG	lncRNA	X
ENSG00000207870	MIR221	miRNA	X
ENSG00000207725	MIR222	miRNA	X
ENSG00000269902	""	lncRNA	X
ENSG00000301662	""	lncRNA	X
ENSG00000301702	""	lncRNA	X
ENSG00000301642	""	lncRNA	X
ENSG00000301687	""	lncRNA	X
ENSG00000212347	""	snoRNA	X
ENSG00000215286	SRSF6P1	processed_pseudogene	X
ENSG00000234613	""	lncRNA	X
ENSG00000229693	SKP2P1	processed_pseudogene	X
ENSG00000147202	DIAPH2	protein_coding	X
ENSG00000207426	""	misc_RNA	X
ENSG00000204086	RPA4	protein_coding	X
ENSG00000214628	NDUFB5P2	processed_pseudogene	X
ENSG00000277900	""	misc_RNA	X
ENSG00000265260	RN7SL74P	misc_RNA	X
ENSG00000236256	DIAPH2-AS1	lncRNA	X
ENSG00000229807	XIST	lncRNA	X
ENSG00000290811	""	lncRNA	X
ENSG00000271147	""	lncRNA	X
ENSG00000270050	""	lncRNA	X
ENSG00000286327	""	lncRNA	X
ENSG00000301692	""	lncRNA	X
ENSG00000286237	ARMCX5-GPRASP2	protein_coding	X
ENSG00000223546	LINC00630	lncRNA	X
